,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salz,Protein,Ballaststoffe,Zucker,Kohlenhydrate,davon gesättigte Fettsäuren,Fett,Brennwert,Lieferant,Ursprungsregion,Pfand,Zutaten/Inhaltsstoffe,Inhalt,Mögliche Lieferzeiten,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Frischegarantie (mindestens),Gekühlt (+2 bis +7°C) mind. haltbar bis,Eigenschaften,Ursprungsland,Informationen zum Angebot,Lagerung,Kann Spuren enthalten von ,Abtropfgewicht,davon Stärke,Beschreibung,Hinweis zur Frischegarantie,Einfach ungesättigte Fettsäuren,EInlage Currywurstscheiben,Bruttogewicht,Bei Raumtemperatur lichtgeschützt aufbewahren. Nach dem Öffnen kühl (max. +7°C) lagern und innerhalb von 2 Tagen aufbrauchen. Mindestens haltbar bis,Hinweis,davon Polyole,mehrfach ungesättigte Fettsäuren
136,Deutsche See Berliner Kartoffelsalat,"1,59€","Herzhafte Kartoffelscheiben und Zwiebeln, in Salatmayonnaise, verfeinert mit Joghurt und Schnittlauch , Deutsche See GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55090-beeck-deutsche-see-berliner-kartoffelsalat/,https://bilder.kolonial.no/local_products/dcb90dd1-da23-4ca4-9276-3eed66998fdb.jpg?auto=format&fit=max&w=312&s=8b579a1f96575007f3da99691d16ce0c,1.10 g,1.60 g,,4.50 g,13.50 g,1.20 g,14.30 g,798 kJ / 192 kcal,"Deutsche See GmbH, Maifischstraße 3-9, 27572 Bremerhaven, Deutschland",Deutschland,,"Kartoffeln 60%, Rapsöl, Wasser, JOGHURT 5%, Zwiebeln, Zucker, EIGELB, Schnittlauch 1%, Senf (Wasser, SENFSAATEN, Branntweinessig, Salz, Gewürz), Branntweinessig, modifizierte Kartoffelstärke, Stabilisator: Guarkernmehl, Salz, Maisstärke, Gewürzextrakt, Knoblauch ",200 Gramm,täglich,Schnelle Küche,"Antipasti, Salate & Soßen",oda,4 Tage,,,,,,,,,,,,,,,,,
137,Deutsche See Feinster Fleischsalat,"1,59€","Feine Schinkenwurststreifen (35%) mit Gewuerz- und Senfgurken, in einer herzhaften Salatmayonnaise , Deutsche See GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55094-beeck-deutsche-see-feinster-fleischsalat/,https://bilder.kolonial.no/local_products/cac2bb6b-69ce-479c-a6eb-bfb6ffd0483a.jpg?auto=format&fit=max&w=318&s=b538b3b5549285d058f738300c53d074,0.90 g,4.60 g,,3.60 g,4.60 g,6.50 g,34.50 g,1439 kJ / 349 kcal,"Deutsche See GmbH, Maifischstraße 3-9, 27572 Bremerhaven, Deutschland",Deutschland,,"Schinkenwurst 35% (Schweinefleisch, Speck, Wasser, Salz, Gewürze, färbende Lebensmittel: Rote Bete-Saft und Paprikaextrakt, Glucosesirup, Stabilisator: Natriumcitrat, Emulgator: Mono- und Diglyceride von Speisefettsäuren, Säuerungsmittel: Citronensäure, Antioxidationsmittel: Ascorbinsäure und Natriumascorbat, Säureregulatoren: Natriumlactat und Natriumacetat, Konservierungsstoff: Natriumnitrit), Rapsöl, Wasser, Gewürzgurken, Senfgurken, Zucker, EIGELB, Branntweinessig, modifizierte Stärke, Stärke, Stabilisatoren: Guarkernmehl und Xanthan, Salz, Gewürze (enthalten SENF), Gewürzextrakt, Aroma ",200 Gramm,täglich,Schnelle Küche,"Antipasti, Salate & Soßen",oda,4 Tage,,,,,,,,,,,,,,,,,
138,Kühlmann Omas Kartoffelsalat,"3,85€","Oma´s Kartoffelsalat 600g , Heinrich Kuhlmann GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55198-kuhlmann-kuhlmann-omas-kartoffelsalat/,https://bilder.kolonial.no/local_products/57a4b0d0-befd-45c0-897a-199f205c4b0e.jpg?auto=format&fit=max&w=800&s=47a8b323d92bd69040f9f495f0ad90b2,1.40 g,2.50 g,,4.30 g,14 g,1 g,9.80 g,664 kJ / 159 kcal,"Heinrich Kuhlmann GmbH, Im Thüle 26, 33397 Rietberg, Deutschland",,,"Kartoffeln 65 %, Rapsöl, EIER* 8 %, Gurken 5 %, Zucker, Branntweinessig, Speisesalz,
Schnittlauch, Zwiebeln, Stärke, EIGELB*, Gewürze, Verdickungsmittel: Guarkernmehl,
Säureregulator: Natriumacetate, Konservierungsstoff: Kaliumsorbat
*Eier aus Bodenhaltung ",600 Gramm,täglich,Schnelle Küche,"Antipasti, Salate & Soßen",oda,5 Tage,,,Deutschland,,,,,,,,,,,,,,
139,Kühlmann Omas Nudelsalat m.Schinken,"2,39€","Oma´s Nudelsalat m.Schin. 350g , Heinrich Kuhlmann GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55200-kuhlmann-kuhlmann-omas-nudelsalat-m-schinken/,https://bilder.kolonial.no/local_products/3eb379cb-d6db-4609-8832-7bbe8ad48ad6.jpg?auto=format&fit=max&w=1000&s=af19620a76e379165aa18a3d0a492346,1.28 g,3.70 g,,3.90 g,14.60 g,2.10 g,18.20 g,988 kJ / 238 kcal,"Heinrich Kuhlmann GmbH, Im Thüle 26, 33397 Rietberg, Deutschland",,,"Nudeln gegart 42 % (Trinkwasser, HARTWEIZENGRIEß, WEIZENMEHL, VOLLEI*, Speisesalz), Rapsöl, Trinkwasser, Schinkenwurst 6 % (Schweinefleisch, Speck, Trinkwasser, Speisesalz, Dextrose, Säureregulator: Natriumcitrate, Maltodextrin, Gewürze, Antioxidationsmittel: Ascorbinsäure, Farbstoff: Echtes Karmin), EIER* 5 %, Gurken 5 %, Zucker, Branntweinessig, EIGELB*, Kräuter, Speisesalz, Stärke, SENFSAATEN, Zwiebeln, Gewürze, Säureregulator: Natriumacetate, Konservierungsstoff: Kaliumsorbat, Verdickungsmittel: Guarkernmehl. *Eier aus Bodenhaltung ",350 Gramm,täglich,Schnelle Küche,"Antipasti, Salate & Soßen",oda,6 Tage,,,Deutschland,,,,,,,,,,,,,,
140,Kühlmann BBQ Nudelsalat South-Carolina,"2,85€","Nudelsalat South-Carolina 300g , Heinrich Kuhlmann GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55201-kuhlmann-kuhlmann-bbq-nudelsalat-south-carolina/,https://bilder.kolonial.no/local_products/e182d1a6-955c-4ce1-94f9-6fcfcbb16330.jpg?auto=format&fit=max&w=1000&s=4f63232bedca3a3d76aa46547c71807c,1.38 g,3.70 g,,7 g,21.10 g,2.10 g,14.90 g,983 kJ / 236 kcal,"Heinrich Kuhlmann GmbH, Im Thüle 26, 33397 Rietberg, Deutschland",,,"Nudeln gegart 45 % (Trinkwasser, HARTWEIZENGRIEß, VOLLEI**, Speisesalz), Rapsöl, Paprika 11 %, Trinkwasser, Tomaten, Zucker, SAHNE, Balsamessig (Weißweinessig, Traubenmostkonzentrat), Fenchel 2 %, Speisesalz, Branntweinessig, EIGELB**, Tomatenmark, modifizierte Stärke, Zwiebeln, Kräuter, Lauch, Gewürze, Chili, Verdickungsmittel: Guarkernmehl, Xanthan; Säureregulator: Natriumacetate, Konservierungsstoff: Kaliumsorbat.
**von Eiern aus Bodenhaltung.
KANN SPUREN VON SOJA ENTHALTEN. ",300 Gramm,täglich,Schnelle Küche,"Antipasti, Salate & Soßen",oda,6 Tage,,,Deutschland,,,Sojabohnen.,,,,,,,,,,,
141,Kühlmann BBQ Krautsalat Coleslaw,"2,85€","Krautsalat Coleslaw 350g , Heinrich Kuhlmann GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55203-kuhlmann-kuhlmann-bbq-krautsalat-coleslaw/,https://bilder.kolonial.no/local_products/58ed7c5a-072a-458c-aa26-be8823270349.jpg?auto=format&fit=max&w=1000&s=cd71fd4203b807e601d1023637dd8854,1.30 g,1 g,,8.30 g,10 g,1.40 g,15 g,752 kJ / 181 kcal,"Heinrich Kuhlmann GmbH, Im Thüle 26, 33397 Rietberg, Deutschland",,,"Weißkohl 38 %, Rapsöl, Karotten 14 %, Trinkwasser, Paprika 7 %, Zucker, Porree, Branntweinessig, SAHNE, Speisesalz, EIGELB*, modifizierte Stärke, Gewürze, schwarzer SESAM, Stärke, Verdickungsmittel: Guarkernmehl, Xanthan; Antioxidationsmittel: Ascorbinsäure, Säureregulator: Natriumacetate, Konservierungsstoff: Kaliumsorbat.
*von Eiern aus Bodenhaltung ",350 Milliliter,täglich,Schnelle Küche,"Antipasti, Salate & Soßen",oda,6 Tage,,,Deutschland,,,,,,,,,,,,,,
142,Spreewälder Frühlingsnudelsalat m.Salatmayonnaise+Kräutern,"3,59€","Frühlingsnudelsalat mit 25% Salatmayonnaise & Kräutern. , Golßener Fleisch- und Wurstwaren GmbH & Co. Produktions KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55830-spreewalder-spreewalder-fruhlingsnudelsalat-m-sala/,https://bilder.kolonial.no/local_products/6bb9d181-a59e-48b9-9fb1-a414604acec3.jpg?auto=format&fit=max&w=756&s=4aa54486a30ed9c9f484b89944d535ad,1 g,4 g,,6.50 g,21 g,1.20 g,14 g,943 kJ / 225 kcal,"Golßener Fleisch- und Wurstwaren GmbH & Co. Produktions KG, Am Klinkerberg 1, 15938, Golßen",Deutschland,,"48% Nudeln (Trinkwasser, HARTWEIZENGRIESS, TROCKENEIWEISS), Rapsöl, Wasser, Gurken, Zucker, Zwiebeln, frische Gurken, Branntweinessig, EIGELB, Speisesalz, 1% Kräuter, modifizierte Stärke, SENFSAAT, Stärke, Gewürze, Verdickungsmittel (Guarkenmehl, Xanthan), Konservierungsstoffe (Kaliumsorba, Natriumbenzoat). Kann SELLERIE enthalten. ",500 Gramm,täglich,Schnelle Küche,"Antipasti, Salate & Soßen",oda,5 Tage,,,,,,,,,,,,,,,,,
143,Popp Dill-Sahne-Heringsfilets,"3,75€","Heringsfilets ohne Haut in Sahnesauce mit Dill, Äpfeln, Gurken und Zwiebeln , ZMK Delikates Sp.z o.o. hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55832-popp-popp-dill-sahne-heringsfilets/,https://bilder.kolonial.no/local_products/fc4e1cd9-65e8-489f-99a0-1c840f30cc77.jpg?auto=format&fit=max&w=1000&s=5daecac40484f31db9b127938d3c1097,2.18 g,7.40 g,,7.50 g,8 g,3.10 g,27.10 g,1270 kJ / 307 kcal,ZMK Delikates Sp.z o.o.,Polen,,"HERINGSFILETS 40 %, Rapsöl, SCHLAGSAHNE 8 %, Dillgurken 7 % (Gurken,
Branntweinessig, Zucker, Speisesalz, Dillextrakt), Zwiebeln 7 %, Wasser, Zucker,
Joghurterzeugnis (JOGHURT, Maisstärke), Äpfel 3 %, EIGELBPULVER,
MILCHPULVER, Branntweinessig, Speisesalz, Dillspitzen, Gewürze,
Säuerungsmittel: Citronensäure, Weinsäure (L+); Maltodextrine.
Hering (Clupea harengus) gefangen in der Norwegischen See (A), Nordsee (B) oder
im Östlichen Ärmelkanal (C) mit Ringwaden (1) oder pelagischen Scherbrettnetzen
(2). Genaues Fanggebiet und Fanggerät siehe Aufdruck neben der MHD-Codierung. ",400 Gramm,täglich,Schnelle Küche,"Antipasti, Salate & Soßen",oda,,,,,,,,,,,,,,,,,,
144,Popp Kartoffelsalat Speck und Zwiebeln,"2,75€","Eine Salatzubereitung aus gegarten Speisekartoffeln mit Zwiebeln und geräuchertem Speck in einer fein abgestimmten Würzsauce auf Essig/Öl-Basis. , Popp Feinkost GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55833-popp-popp-kartoffelsalat-speck-und-zwiebeln/,https://bilder.kolonial.no/local_products/9a505f84-1592-41ce-a1bf-9c063c37d37c.jpg?auto=format&fit=max&w=1000&s=6e37bfdfa60ce79979311f9e323d7665,1.10 g,2 g,,4.50 g,14.50 g,1 g,12 g,744 kJ / 179 kcal,"Popp Feinkost GmbH, Carl-Benz-Str. 3, 24568 Kaltenkirchen, Deutschland",Deutschland,,"Kartoffeln 70 %, Rapsöl, Invertzuckersirup, Wasser, Zwiebeln 3 %, Bauchspeck 2 % (Schweinefleisch, Wasser, Speisesalz, Rauch), Branntweinessig, EIGELB, Speisesalz, Kräuter, Gewürze, Dextrose, Maltodextrin, Rauch, Säureregulator: Natriumacetate; Verdickungsmittel: Xanthan; Antioxidationsmittel: Ascorbinsäure. ",400 Gramm,täglich,Schnelle Küche,"Antipasti, Salate & Soßen",oda,,,,,,,,,,,,,,,,,,
145,Popp Brotaufstrich Heringssalat Rot,"1,79€","Streichfähiger Salat aus Hering mit Rote Bete-, Sellerie-, Gurken- und Zwiebelwürfeln in würziger Salatcreme , Popp Feinkost GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55834-popp-popp-brotaufstrich-heringssalat-rot/,https://bilder.kolonial.no/local_products/a3aa502a-fb62-4392-9883-8f8569f1d3ca.jpg?auto=format&fit=max&w=1000&s=8452e4ab79aba6c9976b3827dfbd5a68,1.98 g,7.20 g,,7.50 g,9.20 g,2.20 g,19.70 g,1022 kJ / 246 kcal,"Popp Feinkost GmbH, Carl-Benz-Str. 3, 24568 Kaltenkirchen, Deutschland",Deutschland,,"HERING** ohne Haut 40 %, Rapsöl, Wasser, Gurken, Rote Bete 8 %, SELLERIE, Zwiebeln, Zucker, Äpfel, EIGELB, Gewürze, Speisesalz, SENFSAAT, Maisstärke, modifizierte Maisstärke, Branntweinessig, Säureregulator: Natriumacetate; Dextrose, Maltodextrin, Verdickungsmittel: Guarkernmehl, Xanthan, Johannisbrotkernmehl;
Konservierungsstoffe: Kaliumsorbat, Natriumbenzoat; Rote Betesaftkonzentrat, Aroma.
**Clupea harengus gefangen in der Norwegischen See und Nordsee mit Ringwaden und Pelagischen Scherbrettnetzen. ",150 Gramm,täglich,Schnelle Küche,"Antipasti, Salate & Soßen",oda,,,,,,,,,,,,,,,,,,
146,Popp Griechischer Krautsalat,"2,49€","Eine Salatzubereitung aus frischem Weißkohl mit Paprika in einer fein abgestimmten Würzsauce. , Popp Feinkost GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55835-popp-popp-griechischer-krautsalat/,https://bilder.kolonial.no/local_products/eac8d33d-a7c6-46f3-8cdd-e0a4ada03d3f.jpg?auto=format&fit=max&w=1000&s=7c18131c82c31ba767c81bf4a1cbbfa7,1.25 g,1 g,,12.30 g,12.80 g,0.40 g,5 g,448 kJ / 107 kcal,"Popp Feinkost GmbH, Carl-Benz-Str. 3, 24568 Kaltenkirchen, Deutschland",Deutschland,,"Weißkohl 70%, Wasser, Zucker, Rapsöl, Branntweinessig, Paprika 1%, jodiertes Speisesalz, Gewürze, Traubenzucker, Antioxidationsmittel: Ascorbinsäure; Säuerungsmittel: Citronensäure",400 Gramm,täglich,Schnelle Küche,"Antipasti, Salate & Soßen",oda,6 Tage,,,,,,,,,,,,,,,,,
