,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salz,Protein,Ballaststoffe,Zucker,Kohlenhydrate,davon gesättigte Fettsäuren,Fett,Brennwert,Eigenschaften,Lieferant,Zutaten/Inhaltsstoffe,Inhalt,Mögliche Lieferzeiten,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Hinweis,Kann Spuren enthalten von ,Frischegarantie (mindestens),Ursprungsregion,Lagerung,Natrium,Ursprungsland,Inverkehrbringer,Beschreibung,Size,Delivery days,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Schär anzeigen
205,Harry Vital+Saaten Brötchen zum Aufbacken 4Stk,"2,09€","Ballaststoffreiche Weizenbrötchen mit Ölsaaten und Karotten.

Unter Schutzatmosphäre verpackt. , Harry-Brot GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/56987-harry-harry-vital-saaten-brotchen-zum-aufbacken-4s/,https://bilder.kolonial.no/local_products/442598f1-ed6b-493d-93b1-654333983a96.jpg?auto=format&fit=max&w=886&s=dbd032282fa314a9829879526c89da00,1.10 g,11 g,9.80 g,4.40 g,38 g,0.70 g,5.50 g,1115 kJ / 265 kcal,,"Harry-Brot GmbH, 22859 Schenefeld","WEIZENmehl, Wasser, Leinsamen, Kürbiskerne, getrocknete Karottenstreifen, Sonnenblumenkerne, HAFERflocken, Hefe, SESAM, Salz, WEIZENeiweiß, WEIZENmalzmehl, Verdickungsmittel Guarkernmehl, Malzextrakt (GERSTENmalz, Wasser), Emulgator Mono- und Diacetylweinsäureester von Mono- und Diglyceriden von Speisefettsäuren¹, Dextrose, Säureregulator Natriumacetate, Mehlbehandlungsmittel Ascorbinsäure.
¹ pflanzlichen Ursprungs
Kann Spuren von EI, SOJA und MILCH enthalten. ",360 Gramm,täglich,"Brot, Backwaren & Aufstriche",Aufbackwaren,oda,,"Eier, Sojabohnen, Milch.",,Deutschland,,,,,,,,
206,Harry Schweizer Weckli z.Fb     4Stk,"1,39€","Schweizer Weckli, Weizenbrötchen zum Fertigbacken; 4Stück pro Beutel , Harry-Brot GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/56989-harry-harry-schweizer-weckli-z-fb-4stk/,https://bilder.kolonial.no/local_products/6304ed50-d3eb-49c8-aa5f-4b0fc0128f50.jpg?auto=format&fit=max&w=1000&s=1119f33ce79caa3c408a99c0d18a7a80,1.66 g,10.80 g,5 g,3.40 g,44 g,0.50 g,1.40 g,1023 kJ / 242 kcal,,"Harry-Brot GmbH, 22859 Schenefeld","WEIZENmehl¹, Wasser, WEIZENeiweiß, Salz, Hefe, Verdickungsmittel Guarkernmehl, HartWEIZENgrieß, WEIZENmalzmehl, Malzextrakt (GERSTENmalz, Wasser), GERSTENmalzmehl, Emulgator Mono- und Diacetylweinsäureester von Mono- und Diglyceriden von Speisefettsäuren², WEIZENröstmalzmehl, ROGGENmehl, Dextrose, Rapsöl, Acerolapulver, Säureregulator Natriumacetate. 
¹ Schweizer Ruchmehl: Enthält noch einen Teil der äußeren Schalenschichten 
² pflanzlicher Ursprung
Kann Spuren von EI, MILCH und SESAM enthalten. ",280 Gramm,täglich,"Brot, Backwaren & Aufstriche",Aufbackwaren,oda,,"Eier, Milch, Sesamsamen.",,Deutschland,,,,,,,,
207,Sinnack Kaiser-brötchen Weizen 4er,"0,99€","4 Kaiserbrötchen zum Fertigbacken. , Sinnack Backspezialitäten GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46767-sinnack-sinnack-kaiser-brotchen-weizen-4er/,https://bilder.kolonial.no/local_products/41095ce9-77cc-45e5-92bf-7a57be0effe4.jpg?auto=format&fit=max&w=968&s=6530d65987c181929355537076abda19,1.40 g,8.20 g,,2.30 g,2.30 g,2.10 g,2.10 g,1081 kJ / 258 kcal,,"Sinnack Backspezialitäten GmbH & Co. KG, Harderhook 15 , 46395 Bocholt, Deutschland","WEIZENMEHL, Wasser, Hefe, jodiertes Speisesalz (Speisesalz, Kaliumiodat), Dextrose, GERSTENMALZMEHL, GERSTENMALZEXTRAKT, BUTTER 0,7%, Säureregulator Natriumacetate. Unter Schutzatmosphäre verpackt. Kann Spuren von SESAM enthalten. ",220 Gramm,täglich,"Brot, Backwaren & Aufstriche",Aufbackwaren,oda,,,,Deutschland,,,,,,,,
208,Sinnack Weizenbrötchen 6Stk. zum Fertigbacken,"1,09€","6 Brötchen zum Fertigbacken. , Sinnack Backspezialitäten GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47425-sinnack-sinnack-weizenbrotchen-6stk-zum-fertigback/,https://bilder.kolonial.no/local_products/9e97ef1c-8b31-4457-a65f-910ad2e8040e.jpg?auto=format&fit=max&w=457&s=6a978b5d3967704755f0b5130ea07cd7,1.30 g,8.70 g,,4.80 g,4.80 g,1 g,1 g,1077 kJ / 257 kcal,,"Sinnack Backspezialitäten GmbH & Co. KG, Harderhook 15 , 46395 Bocholt, Deutschland","WEIZENMEHL (76,34%), Wasser (17,01%), Hefe (4,43%), jodiertes Speisesalz (Speisesalz, Kaliumiodat) (1,30%), Dextrose (0,84%), GERSTENMALZEXTRAKT (0,08%), Säureregulator Natriumacetate (0,02%). Unter Schutzatmosphäre verpackt. ",360 Gramm,täglich,"Brot, Backwaren & Aufstriche",Aufbackwaren,oda,,,,,,,,,,,,
209,Sinnack Baguette 2er zum Aufbacken,"0,75€","Weizenbaguette zum Aufbacken. , Sinnack Backspezialitäten GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47111-sinnack-sinnack-baguette-2er-zum-aufbacken/,https://bilder.kolonial.no/local_products/0d40d53f-07e8-4dcc-bec6-a52d5af5c57a.jpg?auto=format&fit=max&w=383&s=1c4d5844a706ce4cf53710e34391eb3c,1.30 g,8.70 g,,3.10 g,50 g,0.50 g,1 g,1055 kJ / 252 kcal,,"Sinnack Backspezialitäten GmbH & Co. KG, Harderhook 15 , 46395 Bocholt, Deutschland","WEIZENMEHL 73%, Wasser, Hefe, jodiertes Speisesalz (Speisesalz, Kaliumiodat), Dextrose, Säureregulator Natriumacetate. Unter Schutzatmosphäre verpackt. ",300 Gramm,täglich,"Brot, Backwaren & Aufstriche",Aufbackwaren,oda,,,,,,,,,,,,
210,Sinnack Mehrkorn-Brötchen 8Stk. zum Fertigbacken,"1,75€","8 Mehrkorn Brötchen zum Fertigbacken. Ohne Konservierungsstoffe. , Sinnack Backspezialitäten GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45201-sinnack-sinnack-mehrkorn-brotchen-8stk-zum-fertigb/,https://bilder.kolonial.no/local_products/4b6698a0-c300-4e60-817c-43d5cf45900e.jpg?auto=format&fit=max&w=722&s=0614997cf1f62e4ba95bc106b408eb52,1.30 g,8.70 g,,1.70 g,,6.70 g,6.70 g,1170 kJ / 280 kcal,,"Sinnack Backspezialitäten GmbH & Co. KG, Harderhook 15 , 46395 Bocholt, Deutschland","WEIZENMEHL 48,08%, Wasser 10,93%, Sauerteig (ROGGENVOLLKORNSCHROT, Wasser) 14,48%, ROGGENFLOCKEN 4,69%, Leinsamen 3,58%, Hafervollkornflocken 3,73%, Hefe 3,46%, Sonnenblumenkerne 2,13%, SESAM 3,28%, Dextrose 1,73%, Sonnenblumenöl 1,73%, jodiertes Speisesalz (Speisesalz, Kaliumiodat) 1,12%, GERSTENMALZEXTRAKT 0,94%, Säureregulator Natriumacetate 0,12%. Bestreuung: Leinsamen, SESAM. Unter Schutzatmosphäre verpackt. ",560 Gramm,täglich,"Brot, Backwaren & Aufstriche",Aufbackwaren,oda,,,,Deutschland,,,,,,,,
211,Sinnack Gemischte Brötchen 8Stk. zum Fertigbacken,"1,29€","8 gemischt bestreute Brötchen zum Fertigbacken. , Sinnack Backspezialitäten GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46383-sinnack-sinnack-gemischte-brotchen-8stk-zum-fertig/,https://bilder.kolonial.no/local_products/d7d1f817-5a8f-4650-81c5-f807c4631211.jpg?auto=format&fit=max&w=722&s=c8f1a4d5fc36d650ea64688758595012,1.30 g,9.10 g,,3.30 g,3.30 g,3.20 g,3.20 g,1105 kJ / 264 kcal,,"Sinnack Backspezialitäten GmbH & Co. KG, Harderhook 15 , 46395 Bocholt, Deutschland","WEIZENMEHL, Wasser, Sonnenblumenkerne, Hefe, SESAM, Mohn, jodiertes Speisesalz (Speisesalz, Kaliumiodat), Sonnenblumenöl, Dexrose, Säureregulator Natriumacetate. Unter Schutzatmosphäre verpackt. ",560 Gramm,täglich,"Brot, Backwaren & Aufstriche",Aufbackwaren,oda,,,,Deutschland,,,,,,,,
212,Sinnack Ciabattabrötchen zum Aufbacken,"1,39€","8 Ciabattabrötchen zum Fertigbacken. Ausgesuchte Roh- und Ballaststoffe. Handwerklich gefertigt - wie frisch vom Bäcker. Frei von Konservierungsstoffen. , Sinnack Backspezialitäten GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44525-sinnack-sinnack-ciabattabrotchen-zum-aufbacken/,https://bilder.kolonial.no/local_products/a630a060-1a75-4bb7-a015-797cb79db82c.jpg?auto=format&fit=max&w=749&s=945803c4f9a6dfba726298bf80a7bbfb,1.30 g,9.50 g,,1.80 g,1.80 g,2 g,2 g,1115 kJ / 266 kcal,,"Sinnack Backspezialitäten GmbH & Co. KG, Harderhook 15 , 46395 Bocholt, Deutschland","WEIZENMEHL (72,03%), Wasser (17,30%), HARTWEIZENGRIESS (4,84%), Hefe (2,79%), jodiertes Speisesalz (Speisesalz, Kaliumiodat) (1,21%), Dextrose (0,84%), Sonnenblumenöl (0,84%), Säureregulator Natriumacetate (0,16%). Unter Schutzatmosphäre verpackt. Kann Spuren von SESAM enthalten. ",560 Gramm,täglich,"Brot, Backwaren & Aufstriche",Aufbackwaren,oda,,,,,,,,,,,,
213,Ibis Steinofen-Baguette Korn,"1,49€","Das knusprigste Symbol Frankreichs und die ""Grande Tradition"" französischer Backkunst: das beliebte, original französische Baguette wird im Steinofen gebacken und entfaltet durch die lange Teigruhe seinen besonderen Geschmack. Original französisch, mit Natursauerteig und Meersalz gebacken. , IBIS Backwarenvertriebs GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47430-ibis-ibis-steinofen-baguette-korn/,https://bilder.kolonial.no/local_products/c9cb4440-3089-4b28-8fdc-8f07130dc577.jpg?auto=format&fit=max&w=1000&s=c0cc58c8e42f438ab5ca190e57922a1c,0.86 g,8.60 g,,2.30 g,2.30 g,2.20 g,2.20 g,1073 kJ / 256 kcal,,"IBIS Backwarenvertriebs GmbH, Pascalstraße 14, 52076 Aachen, Deutschland","WEIZENMEHL, Wasser, Sauerteig (WEIZENMEHL, Wasser), 5% Saaten- und Getreidemischung (Leinsaat, Hirse, Sonnenblumenkerne, ROGGENMEHL, geröstetes GERSTENMALZMEHL, geröstetes WEIZENMALZMEHL, HAFERMEHL, WEIZENMEHL, WEIZENMALZMEHL), Backhefe, Meersalz, WEIZENGLUTEN, WEIZENMALZMEHL, Alkohol. Unter Schutzatmosphäre verpackt. Kann Spuren von SESAM enthalten. ",250 Gramm,täglich,"Brot, Backwaren & Aufstriche",Aufbackwaren,oda,,,,Frankreich,,,,,,,,
214,Ibis Steinofen-Baguette Classic,"1,49€","Das knusprigste Symbol Frankreichs und die ""Grande Tradition"" französischer Backkunst: Das beliebte, original französische Baguette ""Classic"" wird im Steinofen gebacken und entfaltet durch lange Teigruhe seinen besonderen Geschmack. Original französisch, mit Natursauerteig und Meersalz gebacken. , IBIS Backwarenvertriebs GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47282-ibis-ibis-steinofen-baguette-classic/,https://bilder.kolonial.no/local_products/ea243a89-02c0-4845-9e52-8eff38505ecc.jpg?auto=format&fit=max&w=1000&s=3123941355896a89c913d9f1763da08d,1.31 g,7.90 g,,2.10 g,2.10 g,1 g,1 g,1043 kJ / 249 kcal,,"IBIS Backwarenvertriebs GmbH, Pascalstraße 14, 52076 Aachen, Deutschland","WEIZENMEHL, Wasser, Sauerteig (WEIZENMEHL, Wasser), Meersalz, Backhefe, WEIZENGLUTEN, WEIZENMALZMEHL, Alkohol. Unter Schutzatmosphäre verpackt. Kann Spuren von SESAM enthalten. ",250 Gramm,täglich,"Brot, Backwaren & Aufstriche",Aufbackwaren,oda,,,,Deutschland,,,,,,,,
