,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salz,Protein,Zucker,Kohlenhydrate,davon gesättigte Fettsäuren,Fett,Brennwert,Lieferant,Ursprungsland,Zutaten/Inhaltsstoffe,Inhalt,Mögliche Lieferzeiten,Frischegarantie (mindestens),PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Eigenschaften,Ursprungsregion,Ballaststoffe,Lagerung,Kann Spuren enthalten von ,Abtropfgewicht,Variables Gewicht,Beschreibung,Inverkehrbringer,Hinweis,mehrfach ungesättigte Fettsäuren,Einfach ungesättigte Fettsäuren,Besonderheiten,Gewichtsklasse,Güteklasse,Größe,Handelsklasse,Size,Delivery days,Freshness guarantee,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Alpro anzeigen,Natrium,Pfand
26,Queso Manchego DOP 6 Mo,"7,59€","Hartkäse aus Schafmilch, 6 Monate gereift,hell-braune Rinde,elfenbeinfarbener kompakter Teig leicht bröckelig,angenehm cremiges Mundgefühl, aromatisch dezent salzig, Kastilien- La Mancha. , Heiderbeck GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/58768-oda-kasetheke-queso-manchego-dop-6-mo/,https://bilder.kolonial.no/local_products/39e389f0-d306-43c5-a416-27836d4d7f27.jpg?auto=format&fit=max&w=1000&s=31ccec983e185821f4e9b64e0d34c888,2 g,27 g,0.50 g,1 g,27 g,39 g,1902 kJ / 459 kcal,"Heiderbeck GmbH, Gewerbering 4, 82140 Olching, Deutschland",,"SCHAFMILCH, Salz, Lab, Käsekulturen, Konservierungsstoff LYSOZYM (EI), Rinde: Konservierungsstoff E 235 Natamycin, Farbstoffe E 160b (ii) Annatto-Norbixin. ",200 Gramm,täglich,,"Käse, Eier & Milchprodukte",Käsetheke,oda,,Spanien,,,,,,,,,,,,,,,,,,,,,
27,Emmentaler Switzerl. Clas. AOP,"8,79€","Hartkäse aus Kuhrohmilch, g.U., min. 4 Monate gereift, elfenbeinfarben mit unregelmäßig kirschgroßer Lochung, Rinde nicht zum Verzehr geeignet, mild-aromatisch, geschmeidige Textur, Schweiz. , Heiderbeck GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/58769-oda-kasetheke-emmentaler-switzerl-clas-aop/,https://bilder.kolonial.no/local_products/5869b8eb-e483-4a5e-b372-5beaa9d01a64.jpg?auto=format&fit=max&w=400&s=c01b34f71fb24afe54cf313c9b48dc1f,0.50 g,29 g,0 g,0 g,19 g,31 g,1640 kJ / 395 kcal,"Heiderbeck GmbH, Gewerbering 4, 82140 Olching, Deutschland",,"KUHROHMILCH, Salz, Lab, Kulturen. ",200 Gramm,täglich,,"Käse, Eier & Milchprodukte",Käsetheke,oda,,Schweiz,,,,,,,,,,,,,,,,,,,,,
28,Mozzarella bufala DOP Beutel,"2,49€","Handgezogene Mozzarella aus Büffelmilch,porzellanfarbene Oberfläche, hellelfenbeinfarbener Teig mit elastisch-lockerer Textur,cremiges Mundgefühl, milchfrisch,aromatische Büffelmilchnote,Kampanien. , Heiderbeck GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/58770-oda-kasetheke-mozzarella-bufala-dop-beutel/,https://bilder.kolonial.no/local_products/43fb1df4-92af-40a3-8c7d-9962404ba900.jpg?auto=format&fit=max&w=1000&s=ec56cdab0aa6f512533926b48d5160c1,0.60 g,16 g,0.40 g,0.50 g,14.20 g,20.50 g,1039 kJ / 251 kcal,"Heiderbeck GmbH, Gewerbering 4, 82140 Olching, Deutschland",Italien,"BÜFFELMILCH, Salz, Lab. ",125 Gramm,täglich,,"Käse, Eier & Milchprodukte",Käsetheke,oda,,,,,,125 Gramm,,,,,,,,,,,,,,,,,
29,Taleggio DOP,"4,49€","Halbfester Schnittkäse aus Kuhmilch, rotgeschmierte Rinde, 50 Tage in Leinentüchern gereift, elfenbeinfarbenerTeig, aromatisch würzig im im Geschmack, mit nussiger Note, Lombardei , Heiderbeck GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/58772-oda-kasetheke-taleggio-dop/,https://bilder.kolonial.no/local_products/ab344774-0cd2-4ea7-85cd-0b7c50c857b9.jpg?auto=format&fit=max&w=1000&s=a9a99f71cc7c969cdccff6974c7649e7,2.10 g,19 g,0.50 g,0.50 g,18 g,26 g,1292 kJ / 312 kcal,"Heiderbeck GmbH, Gewerbering 4, 82140 Olching, Deutschland",Italien,"KUHMILCH, Salz, Lab ",180 Gramm,täglich,,"Käse, Eier & Milchprodukte",Käsetheke,oda,,,,,,,,,,,,,,,,,,,,,,,
30,Tiroler Milch Weinzirler,"4,39€","Hartkäse aus Kuhmilch, mit Rotwein affiniert, geschmeidiger Teig, würzig-kräftig im Geschmack, Wörgl/Nordtirol. , Heiderbeck GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/58774-oda-kasetheke-tiroler-milch-weinzirler/,https://bilder.kolonial.no/local_products/3220aaf8-e437-47f7-b6a8-37d7de0077cb.jpg?auto=format&fit=max&w=1000&s=3cd6ea0e0644d36e3bc1eed16964a0e1,1.80 g,24 g,0 g,0 g,20 g,31 g,1555 kJ / 375 kcal,"Heiderbeck GmbH, Gewerbering 4, 82140 Olching, Deutschland",,"KUHMILCH, Salz, Rotwein, Labaustauschstoff, Käsereikulturen. ",150 Gramm,täglich,,"Käse, Eier & Milchprodukte",Käsetheke,oda,,Österreich,,,,,,,,,,,,,,,,,,,,,
31,Tiroler Milch Urtyroler,"4,69€","Hartkäse aus Kuhmilch, feste hellbraune, geschmierte Rinde, feiner strohgelber Teig, kräftig-würziger Geschmack mit dem typischen Aroma eines gereiften Bergkäses. Tirol , Heiderbeck GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/58782-oda-kasetheke-tiroler-milch-urtyroler/,https://bilder.kolonial.no/local_products/532d98d9-22bd-4771-be7f-605fb81a6bb2.jpg?auto=format&fit=max&w=1000&s=79964e7194a42f19bd50b39d2b285685,1.50 g,27 g,0 g,0 g,21 g,32 g,1643 kJ / 396 kcal,"Heiderbeck GmbH, Gewerbering 4, 82140 Olching, Deutschland",,"KUHMILCH, Salz, Labaustauschstoff, Käsereikulturen, Festigungsmittel (Calciumchlorid). ",150 Gramm,täglich,,"Käse, Eier & Milchprodukte",Käsetheke,oda,,Österreich,,,,,,,,,,,,,,,,,,,,,
32,Pecorino Pastore,"6,59€","Hartkäse aus Schafmilch, mind.5 Monate gereift, dunkle Rinde, elfenbeinfarbener Teig,kompakte leicht bröckelige Textur, kräftig-würzig mit voll-mundigem Schafmilcharoma, Sardinien. , Heiderbeck GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/58787-oda-kasetheke-pecorino-pastore/,https://bilder.kolonial.no/local_products/140bff61-6658-4761-86a8-62a000651ffd.jpg?auto=format&fit=max&w=986&s=d38c2e132eb57fab90ce3d8274118354,2 g,26 g,0 g,0 g,25 g,38 g,1848 kJ / 446 kcal,"Heiderbeck GmbH, Gewerbering 4, 82140 Olching, Deutschland",,"SCHAFMILCH, Salz, Lab, Rinde: Konservierungsstoff E 235, Farbstoffe E 160b (ii), E 172. ",200 Gramm,täglich,,"Käse, Eier & Milchprodukte",Käsetheke,oda,,Italien,,,,,,,,,,,,,,,,,,,,,
33,Gran d'Oro,"4,65€","Gran d'Oro 200 g , Heiderbeck GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/58790-oda-kasetheke-gran-doro/,https://bilder.kolonial.no/local_products/41c29116-ce15-4995-b999-bcaf8853e4d7.jpg?auto=format&fit=max&w=591&s=f737c59725ecc988eb205c3e4b0303bc,1.20 g,30 g,0 g,0 g,21 g,30 g,1620 kJ / 390 kcal,"Heiderbeck GmbH, Gewerbering 4, 82140 Olching, Deutschland",Italien,"KUHMILCH, Salz, Labaustauschstoff, Kulturen. ",200 Gramm,täglich,,"Käse, Eier & Milchprodukte",Käsetheke,oda,,,,,,,,,,,,,,,,,,,,,,,
34,Jarlsberg irischer Schnittkäse 45% Fett i.Tr.,"2,29€","Jarlsberg Scheiben 150g , HKL Hamburger Kaselager GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/60364-tine-jarlsberg-irischer-schnittkase-45-fett-i-tr/,https://bilder.kolonial.no/local_products/0c5ca30e-55ec-449a-8c0b-eab079e79920.jpg?auto=format&fit=max&w=1000&s=a918e8b3188e06b7f923a7cc107996c5,1.10 g,27 g,0 g,0 g,17 g,27 g,1458 kJ / 351 kcal,"HKL Hamburger Kaselager GmbH, Brandshofer Deich 68, 20539 Hamburg",,"Pasteurisierte KUHMILCH, Käsekulturen, Salz, mikrobielles Lab. ",150 Gramm,täglich,,"Käse, Eier & Milchprodukte",Käsetheke,oda,,Irland,,,,,,,,,,,,,,,,,,,,,
35,🇳🇴 Tine Ekte Geitost,"6,99€","Ekte Geitost 250g , HKL Hamburger Kaselager GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/61395-tine-tine-ekte-geitost-molkenkase-aus-ziegenmilch/,https://bilder.kolonial.no/local_products/88937465-85ba-4337-9fa5-700c018d370b.jpg?auto=format&fit=max&w=996&s=3818b88f047cc2d84413e656688f897a,0.80 g,13 g,30 g,37 g,17 g,27 g,1836 kJ / 440 kcal,"HKL Hamburger Kaselager GmbH, Brandshofer Deich 68, 20539 Hamburg",,"ZIEGENMOLKE, ZIEGENSAHNE, ZIEGENMILCH. ",250 Gramm,täglich,,"Käse, Eier & Milchprodukte",Käsetheke,oda,,Norwegen,,,,,,,,,,,,,,,,,,,,,
36,🇳🇴 Tine Jarlsberg Scheiben Lite,"2,29€","Jarlsberg lite Scheiben  150g , HKL Hamburger Kaselager GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/61398-tine-tine-jarlsberg-scheiben-lite/,https://bilder.kolonial.no/local_products/b35dae67-cb84-4b64-ac10-222c551c4ac0.jpg?auto=format&fit=max&w=1000&s=40fb0162aec96feba98f77fe38e3cf4a,1 g,31 g,0 g,0 g,10 g,16 g,1119 kJ / 268 kcal,"HKL Hamburger Kaselager GmbH, Brandshofer Deich 68, 20539 Hamburg",,"pasteurisierte KUHMILCH, mikrobieller Labaustauschstoff, Salz, Kulturen. ",150 Gramm,täglich,,"Käse, Eier & Milchprodukte",Käsetheke,oda,,Irland,,,,,,,,,,,,,,,,,,,,,
37,🇳🇴 Snofrisk Pfifferlinge,"2,99€","Snöfrisk Pfifferlinge 125g , HKL Hamburger Kaselager GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/61399-tine-snofrisk-pfifferlinge-ziegenfrischkasezuberei/,https://bilder.kolonial.no/local_products/310979be-ceaf-4b84-9a34-e89dcee9bd0c.jpg?auto=format&fit=max&w=1000&s=c9b1980d21a412e6404f3219f4a28c5c,1.30 g,6 g,2 g,2 g,15 g,23 g,987 kJ / 239 kcal,"HKL Hamburger Kaselager GmbH, Brandshofer Deich 68, 20539 Hamburg",,"pasteurisierte ZIEGENMILCH (80%), pasteurisierte KUHSAHNE, Pfifferlinge (4%), Salz, Zwiebel, Aroma, Weinessig, Käsereikulturen. ",125 Gramm,täglich,5 Tage,"Käse, Eier & Milchprodukte",Käsetheke,oda,,Norwegen,,,,,,,,,,,,,,,,,,,,,
38,🇳🇴 Snofrisk Rote Zwiebel,"2,99€","Snöfrisk rote Zwiebel und Thymian 125g , HKL Hamburger Kaselager GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/61401-tine-snofrisk-rote-zwiebel-ziegenfrischkasezuberei/,https://bilder.kolonial.no/local_products/ac565383-8415-4c96-90ff-b18f15b15992.jpg?auto=format&fit=max&w=1000&s=9d1caba94dd41bec7d4c8e4ebf0775a6,1.30 g,6 g,2 g,2 g,15 g,23 g,987 kJ / 239 kcal,"HKL Hamburger Kaselager GmbH, Brandshofer Deich 68, 20539 Hamburg",,"pasteurisierte ZIEGENMILCH (80%), pasteurisierte KUHSAHNE, rote Zwiebeln (4%), Salz, Zwiebeln, Thymian, Aroma, Käsereikulturen. ",125 Gramm,täglich,5 Tage,"Käse, Eier & Milchprodukte",Käsetheke,oda,,Norwegen,,,,,,,,,,,,,,,,,,,,,
39,🇳🇴 Snofrisk Meerrettich,"2,99€","Snöfrisk Meerrettich 125g , HKL Hamburger Kaselager GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/61402-tine-snofrisk-meerrettich-ziegenfrischkasezubereit/,https://bilder.kolonial.no/local_products/b36e924d-6fd3-473a-a99c-0bd98e57bc68.jpg?auto=format&fit=max&w=1000&s=7f79c403193abd11edade593117585da,1.30 g,6 g,2 g,2 g,15 g,23 g,987 kJ / 239 kcal,"HKL Hamburger Kaselager GmbH, Brandshofer Deich 68, 20539 Hamburg",,"pasteurisierte ZIEGENMILCH (80%), pasteurisierte KUHSAHNE, Salz, Meerrettich (1,5%), Zwiebel, Rapsöl, Weinessig, Aroma, Käsereikulturen. ",125 Gramm,täglich,5 Tage,"Käse, Eier & Milchprodukte",Käsetheke,oda,,Norwegen,,,,,,,,,,,,,,,,,,,,,
40,🇳🇴 Snofrisk Natur,"2,99€","Ziegenfrischkäsezubereitung aus Norwegen , HKL Hamburger Kaselager GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/61403-tine-snofrisk-natur-ziegenfrischkasezubereitung-au/,https://bilder.kolonial.no/local_products/ca3c057c-05a8-4635-94a2-2607fe7a056e.jpg?auto=format&fit=max&w=1000&s=551dc687105c5bbab5c8face4f9b7db7,1.30 g,6.60 g,2 g,2 g,16 g,25 g,1071 kJ / 259 kcal,"HKL Hamburger Kaselager GmbH, Brandshofer Deich 68, 20539 Hamburg",,"pasteurisierte ZIEGENMILCH (80%), pasteurisierte KUHSAHNE, Salz, Käsereikulturen. ",125 Gramm,täglich,5 Tage,"Käse, Eier & Milchprodukte",Käsetheke,oda,,Norwegen,,,,,,,,,,,,,,,,,,,,,
41,Reichenbach Extra Grand Cru Classe,"3,39€","Der Grand Cru Classé ist ein charaktervoller, traditioneller Schweizer
Bergkäse der Extraklasse. Die urige Rinde, der kräftige Geschmack und die
feste Konsistenz zeugen von einer langen Reifung. Das Käsestück wird direkt aus dem Großlaib geschnitten. , HKL Hamburger Kaselager GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/61404-reichenbach-reichenbach-extra-grand-cru-classe/,https://bilder.kolonial.no/local_products/528e04c3-7eb1-4f87-87df-8db58379d73e.jpg?auto=format&fit=max&w=747&s=85147e03fe7f6e39f3925342d938268d,1.50 g,27 g,0 g,0 g,18.60 g,33 g,1680 kJ / 405 kcal,"HKL Hamburger Kaselager GmbH, Brandshofer Deich 68, 20539 Hamburg",,"thermisierte KUHMILCH, Salz, Kulturen, mikrobielles Lab. ",150 Gramm,täglich,5 Tage,"Käse, Eier & Milchprodukte",Käsetheke,oda,,Schweiz,,,,,,,,,,,,,,,,,,,,,
42,Reichenbach Extra cremig-würzig,"3,49€","Original Schweizer Käse mit cremig-würziger Note. Voller Fettgehalt in Rahmstufe, mit besonders cremiger Konsistenz. Die ausgesprochene Würze, die sich während der Reifung entwickelt, macht den Cremig-Würzig heute zu den beliebtesten Käsesorten der Welt. , HKL Hamburger Kaselager GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/61405-reichenbach-reichenbach-extra-cremig-wurzig/,https://bilder.kolonial.no/local_products/3313674a-7fef-4dc9-800b-29a511b4de61.jpg?auto=format&fit=max&w=747&s=9289616676b1973a20e67409dc49d21a,1.70 g,25.50 g,0 g,0 g,18.10 g,30.20 g,1558 kJ / 373 kcal,"HKL Hamburger Kaselager GmbH, Brandshofer Deich 68, 20539 Hamburg",,"thermisierte KUHMILCH, Salz, Kulturen, mikrobielles Lab. ",150 Gramm,täglich,5 Tage,"Käse, Eier & Milchprodukte",Käsetheke,oda,,Schweiz,,,,,,,,,,,,,,,,,,,,,
43,Reichenbach Extra Höhlengereift,"3,49€","Ein halbes Jahr lang reift der Höhlengereift tief unten im Felsen der
Reichenbach-Höhle. Durch die kühle, feuchte Luft der Höhle entwickelt sich
ein ganz individueller, besonders würziger und unverwechselbarer
Käsegeschmack. Die Reichenbacher Reifemeister, die unter Tage in der Höhle
die Käsereifung überwachen und die schönen, runden Laibe liebevoll pflegen,
stehen für diesen Käse mit ihrem guten Namen ein – Reichenbach. , HKL Hamburger Kaselager GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/61406-reichenbach-reichenbach-extra-hohlengereift/,https://bilder.kolonial.no/local_products/6f3516b6-6ea9-484d-9a1a-0f0f720a2d31.jpg?auto=format&fit=max&w=747&s=aeb05a7078d4fc2aad25f561d0a5feb9,1.60 g,25.40 g,0 g,0 g,20.60 g,32.30 g,1709 kJ / 409 kcal,"HKL Hamburger Kaselager GmbH, Brandshofer Deich 68, 20539 Hamburg",,"thermisierte KUHMILCH, Salz, Kulturen, mikrobielles Lab. ",150 Gramm,täglich,5 Tage,"Käse, Eier & Milchprodukte",Käsetheke,oda,,Schweiz,,,,,,,,,,,,,,,,,,,,,
44,"Reichenbach Affinage ""Weinchäs"" im Stück","3,89€","Reichenbach Affinage ""Weinchäs"" 150g , HKL Hamburger Kaselager GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/61407-reichenbach-reichenbach-affinage-weinchas-im-stuck/,https://bilder.kolonial.no/local_products/f81c85af-300f-4b5a-9176-cfed0545c586.jpg?auto=format&fit=max&w=747&s=d54edc8e63de74ac0196e788ddf85bf6,1.70 g,25 g,0 g,0 g,17 g,28 g,1480 kJ / 356 kcal,"HKL Hamburger Kaselager GmbH, Brandshofer Deich 68, 20539 Hamburg",,"KUHMILCH, Salz, Kulturen, mikrobielles Lab, Rotwein für die Veredelung. ",150 Gramm,täglich,5 Tage,"Käse, Eier & Milchprodukte",Käsetheke,oda,,Schweiz,,,,,,,,,,,,,,,,,,,,,
45,"Reichenbach natur ""Bauernchäs"" im Stück","2,99€","Reichenbach natur ""Bauernchäs"" 150g , HKL Hamburger Kaselager GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/61410-reichenbach-reichenbach-natur-bauernchas-im-stuck/,https://bilder.kolonial.no/local_products/eb6ac8e0-641f-4d3b-971b-be60193ab1c3.jpg?auto=format&fit=max&w=747&s=617de47ea48beb740ca7947d454e0352,1.70 g,25.10 g,0 g,0 g,16.90 g,28.20 g,1480 kJ / 354 kcal,"HKL Hamburger Kaselager GmbH, Brandshofer Deich 68, 20539 Hamburg",,"pasteurisierte KUHMILCH, Salz, Kulturen, mikrobielles Lab. ",150 Gramm,täglich,5 Tage,"Käse, Eier & Milchprodukte",Käsetheke,oda,,Schweiz,,,,,,,,,,,,,,,,,,,,,
46,"Reichenbach natur ""Wiesenchäs"" im Stück","2,99€","Reichenbach natur ""Wiesenchäs"" 140g , HKL Hamburger Kaselager GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/61411-reichenbach-reichenbach-natur-wiesenchas-im-stuck/,https://bilder.kolonial.no/local_products/1f97f6f7-367d-4805-b357-92925cb6a8e6.jpg?auto=format&fit=max&w=747&s=65f72f35ff02eef3899c1955f4972c09,1.80 g,26 g,0 g,0 g,17.70 g,29.40 g,1539 kJ / 368 kcal,"HKL Hamburger Kaselager GmbH, Brandshofer Deich 68, 20539 Hamburg",,"pasteurisierte KUHMILCH, Salz, Kulturen, mikrobielles Lab. ",140 Gramm,täglich,5 Tage,"Käse, Eier & Milchprodukte",Käsetheke,oda,,Schweiz,,,,,,,,,,,,,,,,,,,,,
47,"Reichenbach Affinage ""Almblüte"" im Stück","3,79€","Reichenbach Affinage ""Almblüte"" 140g , HKL Hamburger Kaselager GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/61412-reichenbach-reichenbach-affinage-almblute-im-stuck/,https://bilder.kolonial.no/local_products/a8d3cadc-b93f-460d-9e3d-b2af6f849069.jpg?auto=format&fit=max&w=747&s=32c4d5bb968451b1d4d138e106ad9c05,1.80 g,26 g,0 g,0 g,18 g,29 g,1515 kJ / 365 kcal,"HKL Hamburger Kaselager GmbH, Brandshofer Deich 68, 20539 Hamburg",,"KUHMILCH, Salz, Kulturen, mikrobielles Lab, Blumenblüten (Kornblumenblüten, Ringelblumenblüten) auf der Rinde. ",140 Gramm,täglich,5 Tage,"Käse, Eier & Milchprodukte",Käsetheke,oda,,Schweiz,,,,,,,,,,,,,,,,,,,,,
48,"Reichenbach natur ""Swiss Nussig"" im Stück","2,99€","Reichenbach natur ""Swiss Nussig"" 140g , HKL Hamburger Kaselager GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/61413-reichenbach-reichenbach-natur-swiss-nussig-im-stuc/,https://bilder.kolonial.no/local_products/09d33abb-1ff0-4d2d-846b-b02e6ea57721.jpg?auto=format&fit=max&w=747&s=a8e96d79f991a1c2a7780dd19c3735d3,0.50 g,31 g,0 g,0 g,17 g,29 g,1600 kJ / 380 kcal,"HKL Hamburger Kaselager GmbH, Brandshofer Deich 68, 20539 Hamburg",,"pasteurisierte KUHMILCH, Salz, tierisches Lab, Milchsäurebakterien. ",140 Gramm,täglich,5 Tage,"Käse, Eier & Milchprodukte",Käsetheke,oda,,Schweiz,,,,,,,,,,,,,,,,,,,,,
49,"Reichenbach natur ""St.Galler Bergsteiger"" im Stück","2,89€","Reichenbach natur ""St.Galler Bergsteiger"" 140g , HKL Hamburger Kaselager GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/61417-reichenbach-reichenbach-natur-st-galler-bergsteige/,https://bilder.kolonial.no/local_products/964f1be9-a6f7-4222-9d52-b3be0f309128.jpg?auto=format&fit=max&w=747&s=3a47d7acd74366af6637361a1feda547,1.30 g,27.30 g,0 g,0 g,18 g,30 g,1582 kJ / 378 kcal,"HKL Hamburger Kaselager GmbH, Brandshofer Deich 68, 20539 Hamburg",,"pasteurisierte KUHMILCH, Salz, Kulturen, mikrobielles Lab. ",140 Gramm,täglich,5 Tage,"Käse, Eier & Milchprodukte",Käsetheke,oda,,Schweiz,,,,,,,,,,,,,,,,,,,,,
50,bedda Granvegano,"3,99€","bedda granvegano keil 150g , ethiconomy services GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/61422-bedda-bedda-granvegano-im-stuck/,https://bilder.kolonial.no/local_products/f5798177-a6d0-4516-a1b5-028d729df0d6.jpg?auto=format&fit=max&w=775&s=a3f710b8d97237145c2557929e8829a9,4 g,0.70 g,0 g,31 g,21 g,24 g,1427 kJ / 341 kcal,"ethiconomy services GmbH, Brandshofer Deich 68, D-20539 Hamburg, Deutschland",,"modifizierte Stärke, Wasser, Kokosöl (24%), Meersalz, Säureregulator: Calciumcitrat, Aroma, Olivenextrakt, Reisprotein.",10 Gramm,täglich,,"Käse, Eier & Milchprodukte",Käsetheke,oda,,Deutschland,,,,,,"Der bedda Granvegano wird unsere
Italienliebhaber nicht enttäuschen: authentisch,
intensiv und würzig. Gerieben oder gehobelt
passt er hervorragend als Veganes Topping auf
Pasta, Pizza oder Aufläufe. Buon Appetito!",,,,,,,,,,,,,,,
51,Casa di Pietro Scamorza affumicata,"2,55€","Pasta filata Käse aus Kuhmilch, goldgelbe Rinde, langsam und natürlich geräuchert, hell-strohgelber Teig,elastisch-kompakte Textur,mild-aromatischer Geschmack mit arttypischer Rauchnote, Kampanien. , Heiderbeck GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/58780-oda-kasetheke-casa-di-pietro-scamorza-affumicata/,https://bilder.kolonial.no/local_products/ccb03584-3d15-4775-9003-4a156de12f33.jpg?auto=format&fit=max&w=1000&s=91a3d9bc3ca5b2e132c0e9bfac732bd9,1.90 g,22 g,0.50 g,1.60 g,11 g,16 g,1000 kJ / 240 kcal,"Heiderbeck GmbH, Gewerbering 4, 82140 Olching, Deutschland",,"KUHMILCH, Labaustauschstoff, Salz, Kulturen, Säureregulator Citronensäure, Rauch. ",150 Gramm,täglich,,"Käse, Eier & Milchprodukte",Käse & Käsealternativen,oda,,Italien,,,,,,,,,,,,,,,,,,,,,
52,Simply V Genießerscheiben Cremig,"2,99€","Man bekommt gar nicht genug von den Genießerscheiben mit Cashew. Mit ihrer cremigen Konsistenz und dem feinen, milden Geschmack würde man am liebsten mindestens 3 Scheiben auf das Brot packen. Egal ob für Groß oder Klein, Stulle oder Toasts, süß oder herzhaft – sie sind einfach etwas Besonderes. , E.V.A. GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/42171-simply-v-simply-v-geniesserscheiben-cremig/,https://bilder.kolonial.no/local_products/e532ff32-bb49-4b56-9e87-792bb1102172.jpg?auto=format&fit=max&w=594&s=ea2d9eb2ee1eaa47ff4edf6905286202,2 g,,,,19 g,19 g,1131 kJ / 270 kcal,"E.V.A. GmbH, Irsengunder Str. 13, D-88179 Oberreute, Deutschland",,"53% Cashewnusszubereitung (Trinkwasser, 2% geröstete CASHEWNÜSSE), Kokosöl, modifizierte Stärke, Stärke, Salz, Kartoffelprotein, Aroma, färbendes Lebensmittel (Konzentrat aus Karotte und Apfel), Antioxidationsmittel: Natriumascorbat. 
Kann Spuren von anderen Schalenfrüchten (Walnuss, Mandel) enthalten. ",150 Gramm,täglich,,"Käse, Eier & Milchprodukte",Käse & Käsealternativen,oda,,Deutschland,,,Nüssen.,,,,,,,,,,,,,,,,,,
